"BERNARDO RIBEIRO DA CRUZ";"BERNARDO DO CORREIO";"25200";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Masculino";"1963-08-20";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"CUIABA/MT";"";"";"380232012";"161-75.2012.6.11.0001";""
"BRUNA BIANCHI BILO";"BRUNA";"43147";"Aguardando julgamento";"PV";"43";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Feminino";"1986-06-25";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Superior incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"488402012";"796-56.2012.6.11.0001";""
"CANDIDO DOS SANTOS ROSA JUNIOR";"CANDINHO";"25234";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Masculino";"1982-03-14";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"RONDONOPOLIS/MT";"";"";"380242012";"162-60.2012.6.11.0001";""
"CARLOS ALBERTO DE ALMEIDA";"CARLINHOS FUNASA";"13313";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1965-09-12";"Solteiro(a)";"Servidor Público Federal";"Superior completo";"Brasileira nata";"NOBRES/MT";"";"";"442062012";"225-85.2012.6.11.0001";""
"CARLOS ALBERTO DE OLIVEIRA";"KAKÁ DOS AMIGOS";"31100";"Aguardando julgamento";"PHS";"31";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1965-05-02";"Casado(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451762012";"351-38.2012.6.11.0001";""
"CARLOS AUGUSTO DELAMONICA CORREIA";"CARLOS DELAMONICA";"43333";"Aguardando julgamento";"PV";"43";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Masculino";"1959-05-29";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"CUIABA/MT";"";"";"479432012";"757-59.2012.6.11.0001";""
"CARLOS GILBERTO VALENDORF";"VALENDORF";"20123";"Aguardando julgamento";"PSC";"20";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1949-11-23";"Casado(a)";"Militar Reformado";"Superior completo";"Brasileira nata";"PASSO FUNDO/RS";"";"";"453022012";"53-46.2012.6.11.0001";""
"CARLOS NICOLAU DOS SANTOS";"NICOLAU";"15890";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Masculino";"1965-11-04";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"PEROLA/PR";"";"";"362262012";"299-42.2012.6.11.0001";""
"CARLOS ROBERTO DA SILVA";"CARLÃO ATALAIA";"31666";"Aguardando julgamento";"PHS";"31";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1965-06-30";"Casado(a)";"Fiscal de Transporte Coletivo";"Ensino Fundamental incompleto";"Brasileira nata";"SANTA HELENA DE GOIÁS/GO";"";"";"451772012";"352-23.2012.6.11.0001";""
"CARLOS ROBERTO DE ALBUQUERQUE";"CARLOS ALBUQUERQUE";"17720";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1968-06-09";"Solteiro(a)";"Outros";"Superior incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"451782012";"353-08.2012.6.11.0001";""
"CARLOS WAGNER RIBEIRO";"CARLOS WAGNER";"40222";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Masculino";"1986-02-19";"Solteiro(a)";"Assistente Social";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"455852012";"266-52.2012.6.11.0001";""
"CASSIA MACEDO DE OLIVEIRA";"CASSIA MACEDO";"12001";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Feminino";"1968-08-05";"Casado(a)";"Professor de Ensino Fundamental";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"474872012";"746-30.2012.6.11.0001";""
"CASSIO DE AUGUSTO DE MELLO";"CASSIO MELLO";"12313";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Masculino";"1962-05-27";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"474562012";"754-07.2012.6.11.0001";""
"CELIA MARIA DE MORAES";"CELIA PCCS";"12666";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Feminino";"1967-09-23";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"MONTES CLAROS DE GOIÁS/MT";"";"";"423132012";"196-35.2012.6.11.0001";""
"CÉLIO BISPO DE SOUZA";"CÉLIO BISPO";"20400";"Aguardando julgamento";"PSC";"20";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1973-10-12";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"453052012";"56-98.2012.6.11.0001";""
"CÉLIO FERNANDES";"CÉLIO FERNADES";"14500";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1963-10-14";"Casado(a)";"Farmacêutico";"Superior completo";"Brasileira nata";"CALIFORNIA/PR";"";"";"416452012";"457-97.2012.6.11.0001";""
"CELSO HENRIQUE DA SILVA";"CELSO HENRIQUE";"55055";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1960-05-20";"Divorciado(a)";"Servidor Público Estadual";"Superior incompleto";"Brasileira nata";"ARARAQUARA/SP";"";"";"449162012";"426-77.2012.6.11.0001";""
"CELSO PEDRO DE LARA";"CELSO LARA";"70678";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1966-07-11";"Casado(a)";"Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados";"Superior completo";"Brasileira nata";"SANTO ANTÔNIO DO LEVERGER/MT";"";"";"455042012";"97-65.2012.6.11.0001";""
"CHARLES DIAS COSTA";"CHARLES DIAS";"22022";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Masculino";"1972-11-30";"Casado(a)";"Diretor de Empresas";"Superior incompleto";"Brasileira nata";"CUIABA/MT";"";"";"420652012";"319-33.2012.6.11.0001";""
"CIBELE REGINA SIQUEIRA LEMES";"CIBELE LEMES";"45900";"Aguardando julgamento";"PSDB";"45";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Feminino";"1959-01-05";"Divorciado(a)";"Enfermeiro";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"410112012";"560-07.2012.6.11.0001";""
"CICERO LEONEL DE LIMA";"CHITÃO";"28104";"Aguardando julgamento";"PRTB";"28";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1969-08-18";"Casado(a)";"Comerciário";"Ensino Médio completo";"Brasileira nata";"CAMPO GRANDE/MS";"";"";"453032012";"54-31.2012.6.11.0001";""
"CILBENE CRISTINA SANTOS ROCHA DE OLIVEIRA";"CILBENE LOBÃO";"70123";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Feminino";"1968-03-31";"Divorciado(a)";"Servidor Público Federal";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"455052012";"98-50.2012.6.11.0001";""
"CLARICE FRANCISCA DA SILVA";"CLARA";"17123";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Feminino";"1955-12-03";"Casado(a)";"Cabeleireiro e Barbeiro";"Ensino Médio completo";"Brasileira nata";"MARABÁ PAULISTA/SP";"";"";"451792012";"354-90.2012.6.11.0001";""
"CLAUDINEY MÁRCIO DE SOUZA";"NEY AROEIRA";"31123";"Aguardando julgamento";"PHS";"31";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1974-08-29";"Solteiro(a)";"Músico";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451802012";"355-75.2012.6.11.0001";""
"CLAUDIR SANTOS DA ROCHA";"CHICO LEBLON";"44321";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Masculino";"1963-07-13";"Solteiro(a)";"Professor de Ensino Fundamental";"Superior completo";"Brasileira nata";"IJUI/RS";"";"";"445902012";"391-20.2012.6.11.0001";""
"CLEDESON TORQUATO DE SOUZA";"CLEDSON TORQUATO";"13007";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1956-06-30";"Solteiro(a)";"Outros";"Ensino Fundamental incompleto";"Brasileira nata";"SERRA TALHADA/PE";"";"";"442072012";"226-70.2012.6.11.0001";""
"CLEDISON GONÇALVES DA SILVA";"CLEDISON GONÇALVES";"14190";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1964-06-01";"Casado(a)";"Policial Civil";"Superior incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"416422012";"454-45.2012.6.11.0001";""
"CLELIO BARROS PEREIRA";"MONTANHA";"13123";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1985-06-27";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CEARA/CE";"";"";"442082012";"227-55.2012.6.11.0001";""
"CLEOFA MARLISA FLACH";"IRMÃ CLEOFA";"13333";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Feminino";"1945-04-12";"Solteiro(a)";"Servidor Público Civil Aposentado";"Superior completo";"Brasileira nata";"SÃO SEBASTIÃO DO CAÍ/RS";"";"";"442092012";"228-40.2012.6.11.0001";""
"CLETO ROQUE DE ASSUNÇÃO";"ROQUE";"14666";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1961-07-16";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"CAMPO GRANDE/MS";"";"";"416432012";"455-30.2012.6.11.0001";""
"CLOVIS HUGUENEY NETO";"CLOVITO";"14777";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1963-04-29";"Casado(a)";"Vereador";"Ensino Médio completo";"Brasileira nata";"CUIABA/MT";"";"";"416442012";"456-15.2012.6.11.0001";""
"CRISTIANE LOPES DA SILVA";"CRISTIANE LOPES";"13413";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Feminino";"1979-06-28";"Solteiro(a)";"Assistente Social";"Superior completo";"Brasileira nata";"ROLIM DE MOURA/RO";"";"";"442102012";"229-25.2012.6.11.0001";""
"CRISTIANO NOGUEIRA PERES PREZA";"TUCA";"27000";"Aguardando julgamento";"PSDC";"27";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Masculino";"1979-12-25";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"BETIM/MG";"";"";"453042012";"55-16.2012.6.11.0001";""
"DANIEL DE LIMA MARTINS";"DANIEL LIMA";"40001";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Masculino";"1981-06-28";"Casado(a)";"Gerente";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"455862012";"267-37.2012.6.11.0001";""
"DANIEL ROBERTO DA SILVA";"DANIEL";"33100";"Aguardando julgamento";"PMN";"33";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Masculino";"1965-10-10";"Casado(a)";"Outros";"Ensino Médio incompleto";"Brasileira nata";"NOSSA SENHORA DO LIVRAMENTO/MT";"";"";"410122012";"561-89.2012.6.11.0001";""
"DANIELE DOS SANTOS MOREIRA";"DANY";"12600";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Feminino";"1979-05-28";"Solteiro(a)";"Agente Administrativo";"Ensino Médio completo";"Brasileira nata";"ASSIS/SP";"";"";"474882012";"747-15.2012.6.11.0001";""
"DÉBORA MARQUES VILAS";"PROF. DEBORA";"11456";"Aguardando julgamento";"PP";"11";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Feminino";"1973-11-10";"Separado(a) judicialmente";"Professor de Ensino Superior";"Superior completo";"Brasileira nata";"CUIABA/MT";"";"";"410132012";"562-74.2012.6.11.0001";""
"DEJAMIR SOUZA SOARES";"DEJAMIR SOARES";"22357";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Masculino";"1972-03-13";"Casado(a)";"Enfermeiro";"Superior completo";"Brasileira nata";"CUIABA/MT";"";"";"420662012";"320-18.2012.6.11.0001";""
"DEJANIRA VIEIRA CHAVES";"DEJA";"14555";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Feminino";"1960-04-07";"Solteiro(a)";"Dona de Casa";"Superior incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"416462012";"458-82.2012.6.11.0001";""
"DEYZE FATIMA MAGALHAES";"DEYZE";"10321";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Feminino";"1958-05-12";"Divorciado(a)";"Empresário";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"416472012";"459-67.2012.6.11.0001";""
"DIEPSON OLIVEIRA RODRIGUES";"DIDI";"55065";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1983-12-27";"Solteiro(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"BARRA DO GARÇAS/MT";"";"";"449172012";"427-62.2012.6.11.0001";""
"DILEMÁRIO DO VALE ALENCAR";"DILEMÁRIO ALENCAR";"14150";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1966-11-07";"Casado(a)";"Administrador";"Superior incompleto";"Brasileira nata";"CARMELOPOLIS/CE";"";"";"416482012";"460-52.2012.6.11.0001";""
"DINAIR GONÇALVES DE JESUS";"DINAIR";"10665";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Feminino";"1964-10-08";"Casado(a)";"Servidor Público Municipal";"Ensino Médio completo";"Brasileira nata";"MINEIROS/GO";"";"";"416492012";"461-37.2012.6.11.0001";""
"DINALVA MESQUITA DE ALMEIRA";"DINALVA MESQUITA";"43434";"Aguardando julgamento";"PV";"43";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Masculino";"1941-03-11";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Fundamental completo";"Brasileira nata";"GUIRATINGA/MT";"";"";"481762012";"780-05.2012.6.11.0001";""
"DIRLENE PEIXOTO DE ARAÚJO";"DIRLENE PEIXOTO";"54231";"Aguardando julgamento";"PPL";"54";"Partido não coligado";"-";"Vereador";"Feminino";"1979-09-17";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"402442012";"514-18.2012.6.11.0001";""
"DOMINGOS SÁVIO BOABAID PARREIRA";"DOMINGOS SÁVIO";"15500";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Masculino";"1976-05-31";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"362272012";"300-27.2012.6.11.0001";""
"DURVAL MOREIRA JUNIOR";"PROFESSOR DURVAL";"12333";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Masculino";"1971-07-03";"Solteiro(a)";"Agente Administrativo";"Superior completo";"Brasileira nata";"ALTO PIQUIRI/PR";"";"";"423142012";"197-20.2012.6.11.0001";""
"EDEMIR CLAUDIO XAVIER";"XAVIER";"70677";"Aguardando julgamento";"PT do B";"70";"Partido não coligado";"-";"Vereador";"Masculino";"1966-01-26";"Casado(a)";"Odontólogo";"Ensino Médio completo";"Brasileira nata";"ROSÁRIO OESTE/MT";"";"";"455062012";"99-35.2012.6.11.0001";""
"EDESIO FERREIRA DE SOUSA JUNIOR";"JUNIOR DA LUA";"44007";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Masculino";"1986-06-27";"Solteiro(a)";"Motorista de Veículos de Transporte Coletivo de Passageiros";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"479292012";"732-46.2012.6.11.0001";""
"EDILSON ROBERTO MENDES DA ROSA";"EDILSON ROSA";"43369";"Aguardando julgamento";"PV";"43";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Masculino";"1963-10-10";"Solteiro(a)";"Servidor Público Federal";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"483662012";"784-42.2012.6.11.0001";""
"EDINEY MAURÍCIO PEREIRA";"EDINEY PEREIRA";"17100";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1963-08-26";"Casado(a)";"Fiscal";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"451812012";"356-60.2012.6.11.0001";""
"EDIO MARTINS DE SOUZA";"EDIO MARTINS";"55789";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1969-04-12";"Casado(a)";"Trabalhador de Construção Civil";"Ensino Fundamental incompleto";"Brasileira nata";"MISSAL/PR";"";"";"449182012";"428-47.2012.6.11.0001";""
"EDISANTOS SANTANA FERREIRA DE AMORIN";"EDISANTOS AMORIN";"45123";"Aguardando julgamento";"PSDB";"45";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Masculino";"1974-08-15";"Casado(a)";"Empresário";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"410142012";"563-59.2012.6.11.0001";""
"EDISON MARIA MENDES DE SOUZA";"EDSON MENDES";"17190";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1961-08-16";"Casado(a)";"Policial Militar";"Ensino Médio completo";"Brasileira nata";"MALACACHETA/MG";"";"";"451822012";"357-45.2012.6.11.0001";""
"EDIVA PEREIRA ALVES";"EDIVA ALVES";"55650";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1954-06-16";"Solteiro(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"POXOREU/MT";"";"";"449192012";"429-32.2012.6.11.0001";""
"EDIVALDO OLIVEIRA ALVES";"PROFESSOR EDINHO";"50150";"Aguardando julgamento";"PSOL";"50";"Partido não coligado";"-";"Vereador";"Masculino";"1962-05-15";"Casado(a)";"Taxista";"Superior completo";"Brasileira nata";"VITÓRIA DA CONQUISTA/BA";"";"";"374632012";"501-19.2012.6.11.0001";""
"EDIVALDO RIBEIRO";"EDIVALDO RIBEIRO";"14222";"Aguardando julgamento";"PTB";"14";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1942-10-01";"Solteiro(a)";"Jornalista e Redator";"Ensino Médio completo";"Brasileira nata";"SANTO ANASTACIO/SP";"";"";"416502012";"462-22.2012.6.11.0001";""
"EDMIRÇO BATISTA DE SOUZA";"NENODOPASCOALRAMOS";"10234";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1958-12-18";"Casado(a)";"Servidor Público Municipal";"Ensino Médio completo";"Brasileira nata";"CUIABA/MT";"";"";"416512012";"463-07.2012.6.11.0001";""
"EDMUNDO CESAR CICERO LEITE";"EDMUNDO CESAR";"22461";"Aguardando julgamento";"PR";"22";"Partido não coligado";"-";"Vereador";"Masculino";"1961-04-30";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"POCONÉ/MT";"";"";"420672012";"321-03.2012.6.11.0001";""
"EDNA MARIA CEZAR";"EDNA CEZAR";"40333";"Aguardando julgamento";"PSB";"40";"Partido não coligado";"-";"Vereador";"Feminino";"1957-09-15";"Solteiro(a)";"Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados";"Ensino Médio completo";"Brasileira nata";"ALTO GARÇAS/MT";"";"";"455872012";"268-22.2012.6.11.0001";""
"EDSON AILTON DE CAMPOS";"EDINHO CUIABANO";"12120";"Aguardando julgamento";"PDT";"12";"Partido não coligado";"-";"Vereador";"Masculino";"1954-09-22";"Divorciado(a)";"Músico";"Ensino Médio incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"474652012";"759-29.2012.6.11.0001";""
"EDSON DA SILVA PIRES";"PIRES";"45649";"Aguardando julgamento";"PSDB";"45";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Masculino";"1972-08-14";"Solteiro(a)";"Auxiliar de Escritório e Assemelhados";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"410152012";"564-44.2012.6.11.0001";""
"EDSON DE MIRANDA";"REI DO AMENDOIM";"33444";"Aguardando julgamento";"PMN";"33";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Masculino";"1978-08-04";"Solteiro(a)";"Vendedor de Comércio Varejista e Atacadista";"Ensino Fundamental incompleto";"Brasileira nata";"CUIABÁ/MT";"";"";"410162012";"565-29.2012.6.11.0001";""
"EDSON LUIS DE ARRUDA PINTO";"EDSON CABEÇÃO";"50000";"Aguardando julgamento";"PSOL";"50";"Partido não coligado";"-";"Vereador";"Masculino";"1961-07-27";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"374642012";"502-04.2012.6.11.0001";""
"EDUARDO FERREIRA CAMPOS";"EDUARDO CAMPOS";"25007";"Aguardando julgamento";"DEM";"25";"Partido não coligado";"-";"Vereador";"Masculino";"1964-02-10";"Casado(a)";"Outros";"Superior completo";"Brasileira nata";"JOAO MONLEVADE/MG";"";"";"380252012";"163-45.2012.6.11.0001";""
"ELIANE GOMES PADILHA";"DEE";"15444";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Feminino";"1955-12-02";"Casado(a)";"Dona de Casa";"Ensino Médio completo";"Brasileira nata";"ROSARIO OESTE/MT";"";"";"362282012";"301-12.2012.6.11.0001";""
"ELIANE MENACHO";"ELIANE MENACHO";"45888";"Aguardando julgamento";"PSDB";"45";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Feminino";"1968-03-05";"Solteiro(a)";"Servidor Público Municipal";"Superior completo";"Brasileira nata";"CACERES/MT";"";"";"410172012";"566-14.2012.6.11.0001";""
"ELIANE PEREIRA SAMUEL";"ELIANE";"27364";"Aguardando julgamento";"PSDC";"27";"SENTIMENTO CUIABANO II";"PSC / PSDC / PRTB";"Vereador";"Feminino";"1967-12-21";"Solteiro(a)";"Agente Administrativo";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"496762012";"772-28.2012.6.11.0001";""
"ELIANE SILVA RIBEIRO";"ELIANE";"44580";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Feminino";"1921-12-18";"Casado(a)";"Motorista de Veículos de Transporte Coletivo de Passageiros";"Ensino Médio completo";"Brasileira nata";"CUIABA/MT";"";"";"445912012";"392-05.2012.6.11.0001";""
"ELISVALDO DA SILVA ALMEIDA";"BOB DO PT";"13678";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Masculino";"1977-02-10";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"BOM JARDIM/MA";"";"";"485702012";"789-64.2012.6.11.0001";""
"ELIZEU FRANCISCO DO NASCIMENTO";"ELIZEU NASCIMENTO";"15190";"Aguardando julgamento";"PMDB";"15";"Partido não coligado";"-";"Vereador";"Masculino";"1976-08-17";"Casado(a)";"Policial Militar";"Ensino Médio completo";"Brasileira nata";"TANGARÁ DA SERRA/MT";"";"";"362292012";"302-94.2012.6.11.0001";""
"EMANUEL MUSSA AMUI PINHEIRO";"LILO PINHEIRO";"44555";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Masculino";"1985-05-10";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"CUIABÁ/MT";"";"";"445922012";"393-87.2012.6.11.0001";""
"EMIDIO ANTÔNIO DE SOUZA";"EMIDIO DE SOUZA";"17017";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Masculino";"1965-08-05";"Casado(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"CHAPADA DOS GUIMARÃES/MT";"";"";"451832012";"358-30.2012.6.11.0001";""
"ENEIAS DA MATA AMORIM";"ENEIAS";"10110";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1982-02-22";"Solteiro(a)";"Garçom";"Ensino Fundamental completo";"Brasileira nata";"CUIABA/MT";"";"";"416522012";"464-89.2012.6.11.0001";""
"ENEIDA SEBASTIANA CARVALHO NEVES";"ENEIDA NEVES";"43012";"Aguardando julgamento";"PV";"43";"CUIABÁ SOCIAL E SUSTENTÁVEL";"PPS / PV";"Vereador";"Feminino";"1959-12-12";"Solteiro(a)";"Servidor Público Municipal";"Ensino Médio completo";"Brasileira nata";"CUIABÁ/MT";"";"";"481242012";"776-65.2012.6.11.0001";""
"ENELINDA MARIA APARECIDA DOS SANTOS SCALA";"PROFESSORA ENELINDA";"13013";"Aguardando julgamento";"PT";"13";"Partido não coligado";"-";"Vereador";"Feminino";"1948-01-30";"Casado(a)";"Servidor Público Civil Aposentado";"Superior completo";"Brasileira nata";"BURITAMA/SP";"";"";"442112012";"230-10.2012.6.11.0001";""
"ERENAIDE MARIA CORREA";"PROFESSORA ERENAIDE";"17755";"Aguardando julgamento";"PSL";"17";"SENTIMENTO CUIABANO III";"PSL / PTN / PHS / PTC";"Vereador";"Feminino";"1964-10-11";"Divorciado(a)";"Professor de Ensino Médio";"Superior incompleto";"Brasileira nata";"CHAPADA DOS GUIMARÃES/MT";"";"";"451842012";"359-15.2012.6.11.0001";""
"ERICA DE ALMEIDA FERREIRA";"ERICA FERREIRA";"44177";"Aguardando julgamento";"PRP";"44";"Partido não coligado";"-";"Vereador";"Feminino";"1976-11-20";"Solteiro(a)";"Corretor de Imóveis, Seguros, Títulos e Valores";"Superior completo";"Brasileira nata";"BELO HORIZONTE/MG";"";"";"445932012";"394-72.2012.6.11.0001";""
"ERISEU RIBAS TRINDADE";"ERISEU TRINDADE";"55070";"Aguardando julgamento";"PSD";"55";"SENTIMENTO CUIABANO I";"PSD / PC do B";"Vereador";"Masculino";"1952-09-23";"Casado(a)";"Agente Administrativo";"Ensino Médio completo";"Brasileira nata";"JARDIM/MT";"";"";"449202012";"430-17.2012.6.11.0001";""
"ESTANIL ALMEIDA AMARAL";"AMARAL DA FEIRA";"11011";"Aguardando julgamento";"PP";"11";"CUIABÁ 100%";"PSDB / PP / PMN";"Vereador";"Masculino";"1958-04-25";"Casado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE/MG";"";"";"410182012";"567-96.2012.6.11.0001";""
"ESTEVAM LUIZ DEL NERO COSTA MARQUES";"COSTA MARQUES";"10020";"Aguardando julgamento";"PRB";"10";"É bem Cuiabá";"PRB / PTB";"Vereador";"Masculino";"1964-01-03";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"SAO PAULO/SP";"";"";"416532012";"465-74.2012.6.11.0001";""
